INDEX,YEAR,MN,HR,DT,SLP,MSLP,DBT,WBT,DPT,RH,VP,DD,FFF,AW,VV,Cl,A,Cm,A,Ch,A,Dl,Dm,Dh,TC,h,c,a,Ht,RF,EVP,,
43003,2011,10,84,27,1007.1,1008.8,25.4,23,21.8,81,26.1,0,0,  ,95,0,0,3,4,0,0,0,9,0,4,9,3,934,3,4,60, ,   
43003,2011,10,84,29,1007.1,1008.7,26.8,24.4,23.3,81,28.6,0,0,  ,95,5,2,0,0,0,0,9,0,0,2,5,6,562,6,2,20, ,   
43003,2011,10,84,31,1006.2,1007.9,25,23.4,22.6,87,27.4,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,1,1007,1008.7,23.4,21.2,20,81,23.4,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,2,1006.5,1008.2,24.8,22.4,21.2,80,25.2,0,0,  ,95,0,0,3,4,0,0,0,9,0,4,9,3,934,3,4,60, ,   
43003,2011,11,0,3,1006.9,1008.6,23.4,22,21.3,58,25.3,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,4,1007.8,1009.5,22.4,21,20.2,88,23.7,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,5,1008.5,1010.2,23,21.6,20.9,88,24.7,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,6,1008.8,1010.5,23.6,21.8,20.9,85,24.7,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,7,1009.4,1011.1,25,23.6,22.9,88,27.9,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,8,1010,1011.7,24.2,23.2,22.7,91,27.6,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,9,1009.3,1011,22.8,21.8,21.3,91,25.3,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,10,1008,1009.7,22.6,20,18.5,78,21.3,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,11,1009.2,1010.9,21.2,20,19.3,89,22.4,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,13,1009,1010.7,21,19.4,18.5,85,21.3,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,14,1008.7,1010.4,23.2,21.4,20.4,84,24,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,15,1009.9,1011.6,23.4,21.6,20.6,84,24.3,0,0,  ,95,5,3,3,4,0,0,9,9,0,6,5,6,563,6,3,20, ,   
43003,2011,11,0,16,1010.1,1011.8,23.8,18.8,15.5,60,17.6,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,17,1009.8,1011.5,21.8,16.8,13.1,58,15.1,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,18,1010.2,1011.9,19,17,15.6,81,17.7,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,19,1009.9,1011.6,19,17.6,16.7,86,19,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,20,1010.2,1011.9,20.2,18.8,17.9,87,20.5,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,21,1010.8,1012.5,25.4,17.6,11.8,43,13.8,5,6,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,22,1010.4,1012.1,23.8,17.6,13.1,51,15.1,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,23,1009.8,1011.5,21.2,15.4,10.6,51,12.8,5,6,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,24,1009.7,1011.4,19.4,16.8,15,76,17,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,25,1008.6,1010.3,22.8,18.6,15.9,65,18.1,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,26,1006.6,1008.3,23.6,18.4,14.9,58,16.9,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,0,27,1006.5,1008.2,25.4,21.2,18.8,67,21.7,0,0,  ,95,0,0,3,4,0,0,0,9,0,4,9,3,934,3,4,60, ,   
43003,2011,11,0,28,1004.5,1006.1,27,23,21,70,24.9,5,6,  ,95,0,0,3,5,0,0,0,9,0,5,9,3,935,3,5,60, ,   
43003,2011,11,0,29,1005.1,1006.7,27.4,23,20.8,67,24.6,14,6,  ,95,5,1,0,0,0,0,9,0,0,1,5,6,561,6,1,20, ,   
43003,2011,11,0,30,1007.4,1009.1,24.6,22.6,21.6,83,25.8,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,1,1008.9,1010.5,26.6,22,19.5,65,22.6,9,8,2,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,2,1008.7,1010.3,26.6,22,19.5,65,22.7,0,0,4,95,5,2,3,4,0,0,9,9,0,6,5,6,562,6,2,20, ,   
43003,2011,11,12,3,1008.6,1010.3,25.8,22.4,20.6,73,24.3,0,0,2,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,4,1009.5,1011.2,25.4,22,20.2,73,23.7,5,6,2,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,5,1010.8,1012.5,26,22,19.9,69,23.2,0,0,2,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,6,1010.6,1012.3,26,22.8,21.2,75,25.2,0,0,2,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,7,1011.5,1013.2,26.2,24.4,23.6,85,29.1,0,0,2,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,8,1011.9,1013.6,25.6,23.6,22.6,84,27.4,0,0,3,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,9,1011.1,1012.8,24.5,21.4,19.6,74,22.8,0,0,2,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,10,1010.6,1012.3,25.2,20.2,17.2,61,19.6,7,8,3,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,11,1011.6,1013.3,23.8,20.6,18.8,74,21.7,0,0,3,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,12,1011.2,1012.9,22.8,20.2,18.7,78,21.6,0,0,2,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,13,1011.3,1013,23,21,19.9,83,23.2,0,0,2,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,14,1010.8,1012.5,24.4,22.4,21.4,83,25.5,0,0,3,95,5,2,0,0,0,0,9,0,0,2,5,6,562,6,2,20, ,   
43003,2011,11,12,15,1011.9,1013.6,25,22,20.4,76,23.9,5,6,2,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,16,1012.2,1013.9,26,18.6,13.5,46,15.5,5,6,5,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,17,1012.7,1014.4,24,17.4,12.5,49,14.5,0,0,4,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,18,1012.2,1013.9,22,17.6,14.5,63,16.5,0,0,3,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,19,1012.2,1013.9,23.8,18.4,14.8,57,16.8,9,8,3,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,20,1012.9,1014.6,23.2,18.4,15.2,61,17.3,5,6,3,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,21,1012.7,1014.4,26,17.8,11.7,41,13.7,5,8,5,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,22,1012.9,1014.6,25,17.8,12.6,46,14.6,5,4,5,96,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,12,23,1012,1013.7,23.6,16.6,11.1,45,13.2,0,0,4,95,0,0,0,0,1,2,0,0,9,2,9,0,902,0,2,75, ,   
43003,2011,11,12,24,1011.7,1013.4,23.4,17.6,13.5,54,15.5,7,6,4,95,0,0,0,0,1,4,0,0,9,4,9,0,904,0,4,75, ,   
43003,2011,11,12,25,1010.5,1012.2,24.2,18.4,14.5,54,16.5,0,0,3,95,0,0,0,0,1,6,0,0,9,6,9,0,906,0,6,75, ,   
43003,2011,11,12,26,1009,1010.7,24.2,18.6,14.9,56,16.9,5,6,  ,95,0,0,0,0,1,4,0,0,9,4,9,0,904,0,4,75, ,   
43003,2011,11,12,27,1008.3,1009.9,26.4,21.8,19.3,65,22.4,5,6,3,95,0,0,3,2,1,3,0,9,9,5,9,3,932,3,2,60, ,   
43003,2011,11,12,28,1006.3,1007.9,27.4,22.4,19.7,63,22.9,5,6,3,95,5,2,3,3,1,5,9,9,9,8,5,6,562,6,2,20, ,   
43003,2011,11,12,29,1007.8,1009.4,28,23,20.4,63,24,14,8,4,95,5,1,3,2,1,1,9,9,9,4,5,6,561,6,1,20, ,   
43003,2011,11,12,30,1009.6,1011.3,26,24,23.4,85,28.8,0,0,5,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,1,1008.6,1010.2,34,24.4,19.5,43,22.7,9,8,95,  ,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,2,1008,1009.6,32.6,23.6,18.8,44,21.7,9,8,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,3,1008,1009.6,32.6,23.6,18.8,44,21.7,9,8,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,4,1009.3,1010.9,33,23.8,19,44,22,7,6,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,5,1010.6,1012.2,33.4,24.6,20.2,46,23.7,9,10,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,6,1010.2,1011.8,33.6,25.2,21.2,48,25.2,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,7,1011.1,1012.7,32.6,24.8,21,51,24.9,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,8,1011.4,1013,32.6,25.2,21.7,53,25.9,2,6,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,9,1010.7,1012.3,33,23.4,18.2,42,20.9,5,8,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,10,1009.8,1011.4,33.8,22.6,16.1,35,18.3,16,12,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,11,1011.4,1013.1,32,23.2,18.5,45,21.3,29,10,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,12,1010.9,1012.5,32.4,22.4,16.6,39,18.9,99,4,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,13,1010.9,1012.5,32.6,23,17.7,41,20.2,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,14,1010.9,1012.5,32.6,24.2,20,47,23.4,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,15,1011.9,1013.5,33.2,24,19.2,44,22.2,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,16,1011.7,1013.3,33.2,22,15.2,34,17.3,14,8,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,17,1012.5,1014.2,32,21.4,14.8,35,16.8,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,18,1012.2,1013.8,32.4,21,13.6,32,15.6,9,8,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,19,1012.3,1013.9,33.4,21.6,14.2,31,16.2,7,10,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,20,1012.8,1014.5,31.4,20.8,13.9,35,3.5,5,8,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,21,1012.7,1014.3,33.8,21.6,13.9,30,15.9,9,14,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,22,1012.3,1013.9,32.6,21.4,14.4,33,16.4,5,6,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,24,24,1011.7,1013.4,29.8,20.8,15.2,41,17.3,5,10,  ,95,0,0,0,0,1,3,0,0,9,3,9,0,903,0,3,75, ,   
43003,2011,11,24,25,1010.1,1011.7,31,21,14.7,37,16.7,5,8,  ,96,0,0,0,0,1,5,0,0,9,5,9,0,905,0,5,75, ,   
43003,2011,11,24,26,1009.5,1011.1,30.4,21.2,15.6,41,17.7,9,8,  ,95,0,0,0,0,1,2,0,0,9,2,9,0,902,0,2,75, ,   
43003,2011,11,24,27,1008.3,1009.9,34,24,18.8,41,21.7,14,6,  ,95,0,0,3,1,1,3,0,9,9,4,9,3,931,3,1,60, ,   
43003,2011,11,24,28,1006.6,1008.2,33,24.4,20.1,47,23.5,9,6,  ,95,0,0,3,7,1,2,0,9,9,7,9,3,937,3,7,58, ,   
43003,2011,11,24,29,1007.6,1009.2,34.4,24.6,19.7,42,22.9,16,18,  ,96,0,0,3,2,1,2,0,9,9,4,9,3,932,3,2,60, ,   
43003,2011,11,24,30,1009.2,1010.8,32.4,24.8,21.1,52,25,5,6,  ,95,5,1,0,0,0,0,9,0,0,1,5,6,561,6,1,20, ,   
43003,2011,11,36,1,1005.5,1007.1,36.2,24,17.4,33,19.9,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,36,2,1005,1006.6,35.4,24.8,19.5,39,22.7,23,6,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,36,3,1005.6,1007.2,34.4,24,18.5,39,21.3,32,6,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,36,4,1006.6,1008.2,34.6,25,20.3,43,23.8,29,8,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,36,6,1007,1008.6,34,25,20.6,46,24.3,9,8,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,36,7,1007.4,1009,33.4,25.8,22.3,52,26.9,27,12,  ,95,5,1,0,0,0,0,9,0,0,1,5,6,561,6,1,20, ,   
43003,2011,11,36,8,1008.5,1010.1,33.6,26.6,23.6,56,29.1,27,6,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,36,9,1006.9,1008.5,35,22.4,14.8,30,16.8,5,8,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,36,10,1007.4,1009,35.8,23.4,16.4,32,   ,18,6,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,36,11,1008.1,1009.7,34,24.4,19.5,43,22.7,32,10,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,36,12,1007.9,1009.5,34.4,25,20.4,44,24,32,8,  ,96,0,0,0,0,1,2,0,0,9,2,9,0,902,0,2,75, ,   
43003,2011,11,36,14,1008.5,1010.1,34.6,25,20.3,43,23.8,32,6,  ,96,5,1,0,0,0,0,9,0,0,1,5,6,561,6,1,20, ,   
43003,2011,11,36,15,1008.8,1010.4,34.4,23.4,17.3,36,19.7,14,6,  ,95,5,2,0,0,0,0,9,0,0,2,5,6,562,6,2,20, ,   
43003,2011,11,36,16,1009.4,1011,35.2,21.6,12.7,26,14.7,5,8,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,36,17,1008.7,1010.3,34.4,20.6,10.9,24,13,0,0,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,36,19,1008.7,1010.3,34.8,21.4,12.6,26,14.6,36,6,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,36,20,1009.6,1011.2,35,21.3,13.4,27,15.4,2,12,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,36,21,1009.5,1011.1,35.4,22.6,14.9,29,16.9,0,0,  ,96,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,36,22,1009,1010.6,34,20.4,10.7,24,12.9,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,36,23,1007.4,1009,33.2,20.6,12,27,14,7,6,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,36,24,1007.7,1009.3,31.6,21.6,15.5,38,17.7,23,6,  ,96,0,0,0,0,0,1,0,0,9,5,9,0,905,0,5,75, ,   
43003,2011,11,36,25,1006.6,1008.2,33.4,21.2,13.3,30,15.3,5,6,  ,95,0,0,0,0,1,5,0,0,9,5,9,0,905,0,5,75, ,   
43003,2011,11,36,26,1006,1007.6,34.6,22.6,15.5,32,17.6,9,6,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,36,27,1004.8,1006.4,35,23.2,16.5,33,18.8,7,14,  ,95,0,0,0,0,1,5,0,0,9,5,9,0,905,0,5,75, ,   
43003,2011,11,36,28,1004.2,1005.8,33.8,24.4,19.6,43,22.8,14,14,  ,95,5,4,3,2,0,0,9,9,0,6,5,6,564,6,4,20, ,   
43003,2011,11,36,29,1005.2,1006.8,34.2,25.4,21.2,47,25.2,27,10,  ,96,0,0,3,2,1,2,0,9,9,4,9,3,932,3,2,60, ,   
43003,2011,11,36,30,1006.7,1008.3,32.2,26.2,23.6,60,29.1,29,12,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,48,1,1005.4,1007,31.8,25,21.8,55,26.1,36,6,6,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,48,2,1004.7,1006.3,31.4,24,20.3,52,23.8,27,8,6,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,48,3,1005.3,1006.9,31.6,24.2,20.5,52,24.1,32,6,6,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,48,4,1006.7,1008.3,31.6,24,20.2,51,23.7,27,6,6,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,48,5,1007.2,1008.8,31.6,25.6,22.6,60,27.4,32,10,4,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,48,6,1006.8,1008.4,32,25,21.7,55,25.9,32,6,6,95,0,0,0,0,1,1,0,0,9,1,9,0,901,0,1,75, ,   
43003,2011,11,48,7,1007.2,1008.8,30.6,25.6,23.4,66,28.8,0,0,6,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,48,8,1007.8,1009.4,31,25,22.2,60,26.7,32,6,6,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,48,9,1006.4,1008,32.6,23.8,19.2,45,22.2,36,6,6,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,48,10,1007.9,1009.5,30.8,25.6,23.3,64,28.6,2,6,7,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99,0,   
43003,2011,11,48,11,1007.6,1009.2,31,23,18.7,48,21.6,36,12,7,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,48,12,1007.7,1009.3,31.6,25,21.9,56,26.3,32,6,5,96,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99,0,   
43003,2011,11,48,13,1007.5,1009.1,31.6,24.8,21.6,55,25.8,32,8,1,96,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,48,14,1008.6,1010.2,32,24.6,21.1,52,25,32,6,6,95,0,0,0,0,1,1,0,0,9,1,9,0,901,0,1,75, ,   
43003,2011,11,48,15,1008.8,1010.4,31.8,25.4,22.5,58,27.2,32,6,5,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,48,16,1008.8,1010.4,32,22.4,16.9,41,19.3,5,6,6,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,48,17,1008.8,1010.4,30.8,21.2,15.3,39,17.4,5,6,7,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,48,18,1008.5,1010.1,30.2,22.2,17.7,47,20.2,32,6,6,96,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99,0,   
43003,2011,11,48,19,1008.3,1009.9,30.4,22.4,17.9,47,20.5,36,8,7,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,48,20,1009.3,1010.9,31.4,23,18.4,46,21.1,36,14,7,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,48,21,1009.5,1011.1,31.4,22.4,17.3,43,19.7,32,6,6,96,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,48,22,1008.4,1010,32.2,21,13.8,33,15.8,32,6,6,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,48,23,1006.8,1008.4,31.4,20.6,13.5,34,15.5,29,9,6,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,48,25,1005.9,1007.5,30.8,23,18.8,49,21.7,0,0,7,95,0,0,3,2,1,5,0,9,9,7,9,3,932,3,2,60, ,   
43003,2011,11,48,26,1005.5,1007.1,31.4,23.6,19.6,49,22.8,36,6,6,95,0,0,0,0,1,6,0,0,9,6,9,0,906,0,6,75, ,   
43003,2011,11,48,27,1004.1,1005.7,33.4,25.4,21.6,50,25.8,7,6,6,95,0,0,3,2,1,4,0,9,9,6,9,3,932,3,2,60, ,   
43003,2011,11,48,28,1004.6,1006.2,32.4,24.4,20.4,49,24,14,12,9,95,5,3,3,2,1,1,9,9,9,6,5,6,563,6,3,20, ,   
43003,2011,11,48,29,1005.6,1007.2,30.4,25.2,22.8,64,27.7,29,10,9,95,0,0,3,2,1,4,0,9,9,6,9,3,932,3,2,60, ,   
43003,2011,11,48,30,1006.8,1008.4,29.8,25.4,23.4,60,28.8,27,8,7,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,60,1,1007.8,1009.4,29,23.8,21.2,63,25.2,32,8,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,60,2,1006.7,1008.3,28.8,24.4,22.3,68,26.9,36,6,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,60,3,1007.5,1009.1,29,24.4,22.2,67,26.7,36,6,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,60,4,1008.6,1010.2,28.8,24.5,22.6,69,27.4,36,6,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,60,5,1009.7,1011.3,29,23.4,20.6,60,24.3,36,10,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,60,6,1009.1,1010.7,28.6,24.4,22.2,69,26.7,0,0,  ,95,0,0,0,0,1,1,0,0,9,1,9,0,901,0,1,75, ,   
43003,2011,11,60,7,1010.1,1011.8,28,25.6,24.6,82,30.9,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,60,8,1009.8,1011.4,28.6,25,23.4,73,28.8,32,8,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,60,9,1008.7,1010.3,27.6,22.4,19.8,62,22.8,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,60,10,1009.6,1011.2,27.8,24.2,22.5,73,27.3,32,6,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,60,11,1009.4,1011,28.4,23.4,20.9,64,24.7,36,8,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,60,12,1009,1010.6,27.8,23.4,21.2,67,25.2,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,60,13,1009.5,1011.1,28,23,20.4,63,24,0,0,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,60,14,1010.7,1012.3,28,24.6,23,74,28.1,0,0,  ,95,0,0,3,4,0,0,0,9,0,4,9,3,934,3,4,60, ,   
43003,2011,11,60,15,1010.3,1012,29.6,22.6,18.8,53,21.7,32,6,  ,95,0,0,3,3,0,0,0,9,0,3,9,3,933,3,3,60, ,   
43003,2011,11,60,16,1010.6,1012.2,28.6,21.4,17.2,50,19.6,34,6,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,60,17,1011,1012.7,28,21,16.8,51,19.1,36,6,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,60,18,1010.5,1012.2,27.4,20.6,16.5,51,18.8,32,6,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,60,19,1009.9,1011.5,28,21.4,17.6,53,20.1,36,6,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
43003,2011,11,60,20,1011.5,1013.2,28.8,20,14.2,41,16.2,36,10,  ,95,0,0,0,0,0,0,0,0,0,0,9,0,900,0,0,99, ,   
